"category","source","count","channels","example_title","example_url"
"地方政府/地方主管部门","浙江省发改委","3","hot","浙江能源局公示 2026 年重点用能单位名单","https://www.ditan.com/news/hot/10480.html"
"中央部委/国务院/监管","浙江省发展和改革委员会","3","hot","浙江发布十五五规划征求意见，涉及能源交通等领域","https://www.ditan.com/news/hot/10560.html"
"行业媒体/垂直资讯","真锂研究","3","hot","9月锂电池“排产”大增4成！第二轮补贴或在路上","https://www.ditan.com/news/hot/8329.html"
"官方媒体/主流媒体","证券日报","3","hot","节能降碳优势明显 集中供冷产业发展提速","https://www.ditan.com/news/hot/1068.html"
"协会/联盟/研究机构","中国核协","3","hot|interview","王炳华：我国核能综合利用面临的主要问题与挑战","https://www.ditan.com/news/interview/5418.html"
"行业媒体/垂直资讯","中国环境","3","hot","降低2.5%，意味着什么？","https://www.ditan.com/news/hot/1624.html"
"官方媒体/主流媒体","中国环境网","3","hot","《空气质量持续改善行动计划》着重强调哪些内容？听听专家怎么说","https://www.ditan.com/news/hot/727.html"
"官方媒体/主流媒体","中国科学报","3","hot","研究认为，森林得到恢复和保护将吸收2260亿吨碳","https://www.ditan.com/news/hot/542.html"
"官方媒体/主流媒体","中国气象局","3","hot","《联合国气候变化框架公约》第二十八次缔约方大会正在进行时","https://www.ditan.com/news/hot/683.html"
"央国企/能源集团/电网","中国石化报","3","hot","欧盟成为温室气体减排最多的经济体之一","https://www.ditan.com/news/hot/883.html"
"官方媒体/主流媒体","中环报","3","hot|interview","专访水泥协会副秘书长李琛：超低排放对水泥行业影响几何？","https://www.ditan.com/news/interview/1208.html"
"官方媒体/主流媒体","中新网","3","hot|interview","全球能源转型委员会主席：绿色科技是如何在全世界建立零碳经济的绝对核心","https://www.ditan.com/news/interview/1523.html"
"中央部委/国务院/监管","住房城乡建设部办公厅","3","hot","《基于项目的温室气体减排量评估技术规范 建筑热泵系统（征求意见稿）》","https://www.ditan.com/news/hot/10501.html"
"公众号/自媒体/个人号","36碳","2","hot|themes","陶氏公司李明壮：可持续塑料产业链需要各方共建","https://www.ditan.com/news/themes/3953.html"
"地方政府/地方主管部门","北京市发展和改革委","2","hot","北京市政府固定资产投资支持新能源供热、光伏发电项目清单公布","https://www.ditan.com/news/hot/5085.html"
"地方政府/地方主管部门","毕节市人民政府","2","hot","毕节市规范生活（餐厨）垃圾项目运营补贴征求意见","https://www.ditan.com/news/hot/6958.html"
"公众号/自媒体/个人号","财经十一人","2","hot|interview","对话隆基董事长钟宝申：如何应对产能过剩？","https://www.ditan.com/news/interview/1643.html"
"公众号/自媒体/个人号","财经头条","2","hot","2024海湾低碳发展促进大会如期在上海奉贤海湾镇举行","https://www.ditan.com/news/hot/3700.html"
"官方媒体/主流媒体","参考消息","2","hot","外媒：中国为应对全球气候变化带来希望","https://www.ditan.com/news/hot/244.html"
"公众号/自媒体/个人号","产业观察者","2","hot","产业观察 | 中国对新能源的投资倾向不再看欧美企业的“脸色”","https://www.ditan.com/news/hot/8320.html"
"地方政府/地方主管部门","重庆市发改委","2","hot","重庆市《支持动力电池回收利用产业高质量发展若干政策措施（征求意见稿）》，最高500万补贴覆盖90%区县","https://www.ditan.com/news/hot/8494.html"
"地方政府/地方主管部门","重庆市生态环境局","2","hot","重庆重点排放单位2024年碳排放配额分配结果","https://www.ditan.com/news/hot/8486.html"
"行业媒体/垂直资讯","电池中国","2","hot","容百科技拟在欧洲建设锂电材料一体化供应链","https://www.ditan.com/news/hot/7561.html"
"行业媒体/垂直资讯","东方风电","2","hot","东方风电垂直轴风力发电机组并网投运！","https://www.ditan.com/news/hot/6085.html"
"官方媒体/主流媒体","封面新闻","2","hot","低空经济迎来利好，2025年相关企业注册量激增141%","https://www.ditan.com/news/hot/10557.html"
"中央部委/国务院/监管","甘肃省发展和改革委员会","2","hot","甘肃推进水电电价市场化 2026 年起实行差价结算","https://www.ditan.com/news/hot/9648.html"
"地方政府/地方主管部门","甘肃省人民政府","2","hot","《甘肃省空气质量持续改善行动实施方案》发布","https://www.ditan.com/news/hot/4194.html"
"官方媒体/主流媒体","光明日报","2","interview","清华大学王灿：低碳产业链协同创新助力“双碳”目标实现","https://www.ditan.com/news/interview/7423.html"
"地方政府/地方主管部门","广东省发改委","2","hot","广东省发改委公示有关垃圾焚烧发电企业2023年上半年垃圾处理量及相关电量等事项","https://www.ditan.com/news/hot/3972.html"
"地方政府/地方主管部门","广东省人民政府","2","hot","广东印发行动方案推动海洋经济高质量发展","https://www.ditan.com/news/hot/10410.html"
"地方政府/地方主管部门","广州市工业和信息化局","2","hot","广州公示《广州市绿色制造与清洁生产优秀案例（2025年）》","https://www.ditan.com/news/hot/10281.html"
"协会/联盟/研究机构","硅业分会","2","hot","硅业分会发布：高纯石英砂、石英坩埚、光伏玻璃最新市场行情及后市展望","https://www.ditan.com/news/hot/6164.html"
"地方政府/地方主管部门","贵州省发展改革委","2","hot","贵州完善峰谷电价 分阶段调整浮动及执行规则","https://www.ditan.com/news/hot/10170.html"
"地方政府/地方主管部门","贵州省工业和信息化厅","2","hot","强化绿色化转型 贵州省发布《关于推动建材产业稳增长促转型增效益的实施意见（征求意见稿）》","https://www.ditan.com/news/hot/4386.html"
"中央部委/国务院/监管","国管局","2","hot","国管局发布2026年公共机构节约能源工作安排","https://www.ditan.com/news/hot/10346.html"
"央国企/能源集团/电网","国家电网公司","2","bidding|hot","国网上海市电力公司2024年度采购批次计划时间安排","https://www.ditan.com/news/bidding/3189.html"
"中央部委/国务院/监管","国家能源局西北监管局","2","hot","西北监管局征求陕甘宁青电力中长期市场细则意见","https://www.ditan.com/news/hot/10208.html"
"交易/招标/采购平台","国家能源招标网","2","bidding","78.4MW/156.8MWh！国电电力宁夏储能租赁技术服务公开招标","https://www.ditan.com/news/bidding/4999.html"
"中央部委/国务院/监管","国家原子能机构","2","hot","国家原子能机构与国际原子能机构深化核能领域务实合作","https://www.ditan.com/news/hot/100732.html"
"央国企/能源集团/电网","国投电力","2","bidding","雅砻江道孚抽水蓄能电站水土保持监测招标","https://www.ditan.com/news/bidding/9534.html"
"地方政府/地方主管部门","海盐县发改局","2","hot","浙江海盐印发户用光伏建设指导意见（试行）通知","https://www.ditan.com/news/hot/8055.html"
"地方政府/地方主管部门","河北省人民政府","2","hot","河北“十五五”规划建议出炉！12处提到“能源”","https://www.ditan.com/news/hot/9139.html"
"地方政府/地方主管部门","河北省招标投标公共服务平台","2","bidding","85MW/170MWh！河北邢台电网侧独立储能电站EPC招标中","https://www.ditan.com/news/bidding/8373.html"
"地方政府/地方主管部门","河南省发改委","2","hot","河南公开征求工商业分时电价峰谷浮动基数调整意见","https://www.ditan.com/news/hot/10098.html"
"地方政府/地方主管部门","河南省公共资源交易中心","2","bidding","河南省生态环境厅重点企业温室气体排放核查招标","https://www.ditan.com/news/bidding/10992.html"
"地方政府/地方主管部门","湖北省发改委","2","hot","湖北拟在部分节假日设深谷电价，征求意见稿发布","https://www.ditan.com/news/hot/6106.html"
"地方政府/地方主管部门","湖南省人民政府","2","hot","湖南：支持利用“源网荷储”等新型电力系统模式，提升数据中心集群电力供给便利度","https://www.ditan.com/news/hot/5667.html"
"公众号/自媒体/个人号","环球零碳公众号","2","hot","1度电8元！法国失控，德国闹翻，欧洲能源危机再袭","https://www.ditan.com/news/hot/6427.html"
"地方政府/地方主管部门","江苏能监办","2","hot","江苏能监办制定高质量保障民生用电争先创优行动方案（2024-2027年）","https://www.ditan.com/news/hot/5476.html"
"地方政府/地方主管部门","江苏省人民政府","2","hot","江苏省：到2025年全省煤炭消费量较2020年下降5%左右","https://www.ditan.com/news/hot/4868.html"
"地方政府/地方主管部门","江苏省生态环境厅","2","hot","垃圾填埋场也能变身“低碳能源站”","https://www.ditan.com/news/hot/7998.html"
"地方政府/地方主管部门","江西省人民政府","2","hot","江西省人民政府印发《江西省重污染天气应急预案》","https://www.ditan.com/news/hot/4205.html"
"企业/项目公司","金风科技","2","hot","金风科技 GWH182 - 8MW 机组助力中电建托克逊风电项目首批风机并网","https://www.ditan.com/news/hot/6470.html"
"官方媒体/主流媒体","金台资讯","2","hot|interview","北京市市长殷勇：北京高质量发展迈出坚实步伐","https://www.ditan.com/news/interview/3354.html"
"官方媒体/主流媒体","经济观察网","2","hot","工信部：试点推行“企业绿码” 对绿色工厂绿色化水平进行量化分级评价和赋码","https://www.ditan.com/news/hot/1042.html"
"官方媒体/主流媒体","科创板日报","2","hot","碳中和周报|八部门在15个城市启动首批公共领域车辆全面电动化先行区试点，小米汽车现身工信部目录","https://www.ditan.com/news/hot/541.html"
"协会/联盟/研究机构","朗新研究所","2","hot","尼日利亚光伏储能市场观察（下）——解析资本格局，数字化平台如何赋能光储产业价值？","https://www.ditan.com/news/hot/8340.html"
"其他/待人工判断","亮报","2","hot","国家电网经营区新型储能可调最大电力6423万千瓦 相当于近3座三峡电站容量","https://www.ditan.com/news/hot/8007.html"
"地方政府/地方主管部门","辽宁省工业和信息化厅","2","hot","辽宁：加大力度引导石化企业提高绿电用电比例","https://www.ditan.com/news/hot/8310.html"
"行业媒体/垂直资讯","龙船风电网","2","hot","飞机撞上风机！致一人死亡","https://www.ditan.com/news/hot/5228.html"
"海外/国际媒体机构","路透社","2","hot","第二季度欧盟温室气体排放量下降5%","https://www.ditan.com/news/hot/488.html"
